id_posyandu,nama_posyandu,id_lokasi,id_bidan,created_at,updated_at
266,Posyandu Cempaka 9 Dukuh,100,230665,2024-07-02 13:11:06,2024-07-02 13:11:06
267,Posyandu Mawar 11 Mertasinga,131,200780,2025-08-02 16:43:45,2025-08-02 16:43:45
268,Posyandu Teratai 9 Sokorejo,68,235843,2025-07-29 04:05:03,2025-07-29 04:05:03
269,Posyandu Flamboyan 16 Tidar Utara,169,220657,2024-09-16 17:05:32,2024-09-16 17:05:32
270,Posyandu Kamboja 15 Bantarsoka,203,243643,2025-12-01 05:31:35,2025-12-01 05:31:35
271,Posyandu Mawar 11 Salatiga,203,241772,2025-01-28 03:34:06,2025-01-28 03:34:06
272,Posyandu Kenanga 4 Jetis,159,207873,2025-11-02 18:56:20,2025-11-02 18:56:20
273,Posyandu Kamboja 20 Pandansari,162,247640,2023-09-10 03:31:33,2023-09-10 03:31:33
274,Posyandu Kamboja 4 Banyurip,185,246522,2024-12-23 17:02:27,2024-12-23 17:02:27
275,Posyandu Cempaka 18 Mojayan,37,200093,2026-06-10 04:56:50,2026-06-10 04:56:50
276,Posyandu Melati 14 Sukoharjo,177,200324,2024-03-28 20:29:42,2024-03-28 20:29:42
277,Posyandu Bougenville 9 Banjarkerta,147,225578,2025-04-01 10:45:29,2025-04-01 10:45:29
278,Posyandu Bougenville 12 Arcawinangun,151,244605,2024-02-08 20:36:21,2024-02-08 20:36:21
279,Posyandu Melati 5 Noborejo,163,225415,2025-07-30 06:57:30,2025-07-30 06:57:30
280,Posyandu Anggrek 1 Bojong,203,237338,2024-12-03 11:23:16,2024-12-03 11:23:16
281,Posyandu Kenanga 5 Krapyak,194,232993,2025-04-11 00:23:53,2025-04-11 00:23:53
282,Posyandu Kenanga 12 Cebongan,56,200037,2025-03-08 14:12:45,2025-03-08 14:12:45
283,Posyandu Mawar 9 Baki,89,233369,2023-12-25 23:09:37,2023-12-25 23:09:37
284,Posyandu Melati 18 Kebumen,115,231765,2025-04-06 16:55:38,2025-04-06 16:55:38
285,Posyandu Mawar 9 Banjarkerta,140,223311,2024-10-02 09:20:37,2024-10-02 09:20:37
286,Posyandu Cempaka 18 Purwodadi,94,247658,2023-12-10 08:59:25,2023-12-10 08:59:25
287,Posyandu Kenanga 3 Slerok,6,204941,2025-10-31 22:31:50,2025-10-31 22:31:50
288,Posyandu Dahlia 4 Jenggot,68,215012,2024-11-06 22:42:27,2024-11-06 22:42:27
289,Posyandu Mawar 14 Sukoharjo,215,209423,2025-10-11 14:14:18,2025-10-11 14:14:18
290,Posyandu Mawar 19 Jenggot,81,215449,2024-06-11 04:23:29,2024-06-11 04:23:29
291,Posyandu Bougenville 16 Gendongan,195,243292,2024-12-10 04:25:19,2024-12-10 04:25:19
292,Posyandu Mawar 13 Kalibening,10,220838,2025-08-01 00:30:34,2025-08-01 00:30:34
293,Posyandu Teratai 17 Kembangsari,185,238658,2026-02-26 21:59:57,2026-02-26 21:59:57
294,Posyandu Mawar 3 Tambakreja,95,221514,2026-04-02 01:05:08,2026-04-02 01:05:08
295,Posyandu Mawar 10 Kenep,17,247658,2025-06-27 10:06:36,2025-06-27 10:06:36
296,Posyandu Melati 13 Salaman Mloyo,225,200037,2024-08-25 04:02:07,2024-08-25 04:02:07
297,Posyandu Mawar 14 Kramat Selatan,35,205119,2024-02-12 10:01:23,2024-02-12 10:01:23
298,Posyandu Cempaka 13 Tambakreja,57,208021,2024-01-29 00:53:05,2024-01-29 00:53:05
299,Posyandu Dahlia 8 Purbalingga Kidul,81,204928,2023-11-06 21:44:34,2023-11-06 21:44:34
300,Posyandu Mawar 16 Majapura,177,205930,2025-05-01 15:56:47,2025-05-01 15:56:47
301,Posyandu Mawar 7 Kutawaru,101,240058,2024-02-25 11:43:34,2024-02-25 11:43:34
302,Posyandu Anggrek 20 Purwodadi,109,225838,2025-10-14 09:47:24,2025-10-14 09:47:24
303,Posyandu Mawar 7 Muktisari,45,215146,2025-11-25 16:25:59,2025-11-25 16:25:59
304,Posyandu Dahlia 18 Potrobangsan,70,238320,2024-01-27 14:31:08,2024-01-27 14:31:08
305,Posyandu Bougenville 19 Rejowinangun,149,230892,2024-04-05 20:27:59,2024-04-05 20:27:59
306,Posyandu Cempaka 10 Menuran,120,209161,2025-09-09 11:01:27,2025-09-09 11:01:27
307,Posyandu Teratai 5 Medono,65,216217,2025-02-13 05:32:44,2025-02-13 05:32:44
308,Posyandu Melati 17 Kerten,45,209917,2025-07-19 11:42:38,2025-07-19 11:42:38
309,Posyandu Kamboja 11 Karangdawa,139,236581,2024-07-01 12:02:35,2024-07-01 12:02:35
310,Posyandu Flamboyan 17 Buaran,5,248769,2026-03-21 19:23:21,2026-03-21 19:23:21
311,Posyandu Bougenville 20 Wirasana,191,235496,2024-11-21 00:01:44,2024-11-21 00:01:44
312,Posyandu Anggrek 7 Ledok,73,204462,2025-09-29 04:21:13,2025-09-29 04:21:13
313,Posyandu Kamboja 3 Kepatihan Kulon,166,206681,2024-12-31 17:01:19,2024-12-31 17:01:19
314,Posyandu Mawar 10 Kedungreja,196,247978,2025-06-25 21:25:42,2025-06-25 21:25:42
315,Posyandu Cempaka 10 Gayamprit,126,230892,2023-07-10 18:14:22,2023-07-10 18:14:22
316,Posyandu Anggrek 16 Gendongan,169,239252,2023-08-01 21:17:05,2023-08-01 21:17:05
317,Posyandu Melati 8 Wonokriyo,188,218346,2026-05-08 10:45:23,2026-05-08 10:45:23
318,Posyandu Kamboja 20 Karangtalun,65,227006,2023-07-30 02:52:14,2023-07-30 02:52:14
319,Posyandu Kenanga 6 Panjatan,124,236581,2025-03-27 01:56:33,2025-03-27 01:56:33
320,Posyandu Kenanga 5 Belang Wetan,215,205794,2024-06-26 11:51:18,2024-06-26 11:51:18
321,Posyandu Flamboyan 11 Kedungpuji,169,205119,2023-06-18 09:53:09,2023-06-18 09:53:09
322,Posyandu Cempaka 6 Buaran,54,206329,2024-03-15 12:13:07,2024-03-15 12:13:07
323,Posyandu Bougenville 15 Tegalrejo,43,248730,2025-07-13 04:03:45,2025-07-13 04:03:45
324,Posyandu Bougenville 19 Bojong,63,200535,2025-01-16 07:22:32,2025-01-16 07:22:32
325,Posyandu Dahlia 13 Bantarsoka,49,218950,2023-10-29 05:24:54,2023-10-29 05:24:54
326,Posyandu Bougenville 5 Kembangsari,156,221686,2023-10-14 04:11:39,2023-10-14 04:11:39
327,Posyandu Dahlia 14 Kembangsari,215,229821,2025-09-07 10:31:17,2025-09-07 10:31:17
328,Posyandu Melati 4 Bobotsari,126,223429,2023-10-05 02:36:26,2023-10-05 02:36:26
329,Posyandu Teratai 6 Tegalrejo,144,243884,2023-07-27 10:03:28,2023-07-27 10:03:28
330,Posyandu Cempaka 15 Manahan,102,237346,2026-02-20 12:22:56,2026-02-20 12:22:56
331,Posyandu Flamboyan 3 Tonggalan,19,236712,2024-01-17 21:29:58,2024-01-17 21:29:58
332,Posyandu Mawar 14 Gumilir,150,248365,2023-08-03 16:55:28,2023-08-03 16:55:28
333,Posyandu Dahlia 12 Karanganyar,184,242946,2024-11-27 14:31:04,2024-11-27 14:31:04
334,Posyandu Mawar 8 Purwodadi,190,202878,2023-11-26 07:38:07,2023-11-26 07:38:07
335,Posyandu Teratai 16 Tritih Kulon,164,218553,2024-07-21 09:34:19,2024-07-21 09:34:19
336,Posyandu Teratai 2 Jetis,69,240206,2024-10-16 01:16:37,2024-10-16 01:16:37
337,Posyandu Bougenville 20 Teluk,182,239452,2025-01-23 03:46:39,2025-01-23 03:46:39
338,Posyandu Teratai 12 Kepatihan Kulon,24,205119,2025-05-02 16:52:45,2025-05-02 16:52:45
339,Posyandu Kenanga 15 Kebonmanis,95,200915,2023-09-02 04:42:20,2023-09-02 04:42:20
340,Posyandu Melati 8 Mertasinga,44,236611,2024-10-26 04:58:10,2024-10-26 04:58:10
341,Posyandu Bougenville 10 Jomboran,208,242946,2023-10-12 15:32:27,2023-10-12 15:32:27
342,Posyandu Melati 3 Kutawaru,222,218553,2025-05-15 21:14:19,2025-05-15 21:14:19
343,Posyandu Teratai 19 Keprabon,95,236842,2023-12-14 23:39:45,2023-12-14 23:39:45
344,Posyandu Melati 5 Tonggalan,160,221436,2023-07-06 11:43:04,2023-07-06 11:43:04
345,Posyandu Flamboyan 3 Bareng,146,222368,2024-10-08 16:41:58,2024-10-08 16:41:58
346,Posyandu Dahlia 20 Jetis,19,200070,2026-04-05 14:16:57,2026-04-05 14:16:57
347,Posyandu Flamboyan 11 Blotongan,45,225150,2026-05-17 05:37:41,2026-05-17 05:37:41
348,Posyandu Bougenville 4 Kober,219,206887,2024-07-27 08:44:16,2024-07-27 08:44:16
349,Posyandu Cempaka 2 Salatiga,54,237122,2023-10-24 19:23:16,2023-10-24 19:23:16
350,Posyandu Teratai 20 Rendeng,195,215822,2025-02-27 09:48:33,2025-02-27 09:48:33
351,Posyandu Dahlia 11 Mangunsari,14,240531,2026-05-30 03:05:34,2026-05-30 03:05:34
352,Posyandu Bougenville 19 Majapura,74,202646,2023-09-11 12:12:14,2023-09-11 12:12:14
353,Posyandu Bougenville 12 Kepatihan Kulon,187,220964,2023-12-24 05:13:47,2023-12-24 05:13:47
354,Posyandu Kamboja 19 Bener,18,201819,2023-09-10 16:41:12,2023-09-10 16:41:12
355,Posyandu Kamboja 4 Wirasana,196,208023,2025-07-05 10:17:04,2025-07-05 10:17:04
356,Posyandu Mawar 2 Karanggedang,10,207767,2023-07-12 08:31:06,2023-07-12 08:31:06
357,Posyandu Bougenville 19 Kebumen,4,243292,2024-04-16 17:19:50,2024-04-16 17:19:50
358,Posyandu Cempaka 5 Noyontaansari,197,206661,2025-04-13 20:30:25,2025-04-13 20:30:25
359,Posyandu Dahlia 3 Tambakreja,229,214864,2026-05-25 17:43:06,2026-05-25 17:43:06
360,Posyandu Kenanga 8 Karanggedang,201,222492,2023-08-23 14:46:59,2023-08-23 14:46:59
361,Posyandu Dahlia 12 Bumi,30,200967,2025-11-21 03:52:53,2025-11-21 03:52:53
362,Posyandu Teratai 1 Gayamprit,156,239064,2026-03-11 17:33:00,2026-03-11 17:33:00
363,Posyandu Kenanga 18 Kebumen,183,202805,2023-12-24 01:45:53,2023-12-24 01:45:53
364,Posyandu Bougenville 1 Karanggedang,17,229532,2026-05-05 19:53:37,2026-05-05 19:53:37
365,Posyandu Kenanga 12 Kranji,130,200070,2023-12-08 16:20:59,2023-12-08 16:20:59
366,Posyandu Kenanga 20 Sendangmulyo,103,218618,2026-02-21 07:43:11,2026-02-21 07:43:11
367,Posyandu Mawar 19 Jebugan,124,207170,2025-02-13 21:12:31,2025-02-13 21:12:31
368,Posyandu Kenanga 14 Keturen,140,235496,2024-02-14 23:21:25,2024-02-14 23:21:25
369,Posyandu Teratai 18 Jomboran,90,241763,2023-09-05 00:06:15,2023-09-05 00:06:15
370,Posyandu Dahlia 17 Tirto,102,213794,2023-12-11 04:43:12,2023-12-11 04:43:12
371,Posyandu Mawar 12 Karanggedang,49,241024,2025-08-05 18:30:51,2025-08-05 18:30:51
372,Posyandu Kamboja 6 Purwokerto Lor,226,220657,2024-06-22 05:10:24,2024-06-22 05:10:24
373,Posyandu Melati 18 Kedungreja,197,243404,2024-11-05 13:32:41,2024-11-05 13:32:41
374,Posyandu Kamboja 20 Kutasari,69,243292,2024-03-09 10:31:22,2024-03-09 10:31:22
375,Posyandu Teratai 7 Menuran,7,219132,2024-01-30 08:05:25,2024-01-30 08:05:25
376,Posyandu Dahlia 14 Mersi,65,213794,2023-11-01 16:51:10,2023-11-01 16:51:10
377,Posyandu Anggrek 4 Cacaban,13,236653,2024-04-01 10:32:54,2024-04-01 10:32:54
378,Posyandu Anggrek 15 Cebongan,133,225840,2023-11-08 06:03:29,2023-11-08 06:03:29
379,Posyandu Melati 14 Mangunharjo,149,211433,2026-03-21 04:12:17,2026-03-21 04:12:17
380,Posyandu Teratai 1 Kedungsari,222,218950,2025-03-04 03:30:21,2025-03-04 03:30:21
381,Posyandu Anggrek 4 Noyontaansari,119,216037,2025-01-07 13:45:42,2025-01-07 13:45:42
382,Posyandu Kenanga 12 Gadingan,43,211339,2025-01-12 01:25:14,2025-01-12 01:25:14
383,Posyandu Anggrek 3 Semondo,49,206674,2025-06-15 19:11:28,2025-06-15 19:11:28
384,Posyandu Dahlia 16 Purbalingga Kidul,7,239248,2023-10-22 02:12:18,2023-10-22 02:12:18
385,Posyandu Mawar 1 Jurangombo Utara,23,225128,2024-12-20 07:48:47,2024-12-20 07:48:47
386,Posyandu Melati 16 Sumber,196,227300,2026-04-26 06:20:08,2026-04-26 06:20:08
387,Posyandu Cempaka 16 Sondakan,169,202646,2023-08-24 11:11:06,2023-08-24 11:11:06
388,Posyandu Mawar 1 Potrobangsan,132,237426,2024-10-08 02:53:31,2024-10-08 02:53:31
389,Posyandu Melati 2 Buaran,169,202743,2024-08-03 23:34:18,2024-08-03 23:34:18
390,Posyandu Bougenville 8 Kutawaru,17,205119,2026-05-24 13:55:23,2026-05-24 13:55:23
391,Posyandu Mawar 20 Panggung,32,237712,2025-07-27 22:13:55,2025-07-27 22:13:55
392,Posyandu Bougenville 2 Kedungpuji,87,224201,2024-02-21 06:20:18,2024-02-21 06:20:18
393,Posyandu Bougenville 5 Kedungreja,221,247989,2024-05-25 08:53:23,2024-05-25 08:53:23
394,Posyandu Dahlia 13 Majapura,113,247050,2023-08-18 13:11:56,2023-08-18 13:11:56
395,Posyandu Flamboyan 19 Tembalang,159,206681,2023-12-18 11:12:09,2023-12-18 11:12:09
396,Posyandu Teratai 5 Pulutan,12,200898,2023-06-14 00:50:49,2023-06-14 00:50:49
397,Posyandu Mawar 7 Buaran,125,228633,2026-02-10 10:27:41,2026-02-10 10:27:41
398,Posyandu Bougenville 9 Berkoh,208,208117,2025-03-09 04:14:16,2025-03-09 04:14:16
399,Posyandu Kamboja 15 Slerok,73,203599,2024-08-05 23:10:03,2024-08-05 23:10:03
400,Posyandu Mawar 17 Karanganyar,140,219571,2023-11-01 04:54:37,2023-11-01 04:54:37
401,Posyandu Mawar 5 Karangpucung,120,229426,2023-11-06 06:28:34,2023-11-06 06:28:34
402,Posyandu Dahlia 2 Sokoduwet,229,240531,2025-07-02 07:06:53,2025-07-02 07:06:53
403,Posyandu Melati 1 Karanggedang,115,219132,2024-04-15 13:24:23,2024-04-15 13:24:23
404,Posyandu Kenanga 11 Pasirkratonkramat,100,249051,2024-04-26 01:44:23,2024-04-26 01:44:23
405,Posyandu Cempaka 16 Bumi,141,223308,2024-09-01 12:51:26,2024-09-01 12:51:26
406,Posyandu Flamboyan 4 Sidanegara,101,222368,2024-08-26 23:49:14,2024-08-26 23:49:14
407,Posyandu Mawar 10 Sendangmulyo,18,228633,2025-10-15 11:07:59,2025-10-15 11:07:59
408,Posyandu Kamboja 15 Kramat Utara,82,239278,2025-07-12 20:32:57,2025-07-12 20:32:57
409,Posyandu Kenanga 15 Kebumen,99,203636,2026-04-23 15:23:42,2026-04-23 15:23:42
410,Posyandu Anggrek 19 Jenggot,11,210535,2026-03-21 19:45:28,2026-03-21 19:45:28
411,Posyandu Dahlia 19 Krapyak,46,205465,2025-11-17 09:19:48,2025-11-17 09:19:48
412,Posyandu Bougenville 9 Kober,101,247707,2024-08-22 18:42:51,2024-08-22 18:42:51
413,Posyandu Kamboja 7 Salatiga,26,244053,2025-07-27 13:14:12,2025-07-27 13:14:12
414,Posyandu Anggrek 18 Sendangmulyo,62,205603,2023-12-20 09:20:27,2023-12-20 09:20:27
415,Posyandu Bougenville 2 Karangturi,165,248365,2023-09-17 07:18:29,2023-09-17 07:18:29
416,Posyandu Dahlia 4 Kober,119,232506,2025-08-12 13:46:34,2025-08-12 13:46:34
417,Posyandu Kenanga 15 Kutawaru,43,212097,2026-01-30 21:06:11,2026-01-30 21:06:11
418,Posyandu Kenanga 10 Karangayu,4,249584,2025-10-28 14:21:54,2025-10-28 14:21:54
419,Posyandu Melati 1 Manding,49,209917,2026-02-22 10:48:28,2026-02-22 10:48:28
420,Posyandu Cempaka 1 Teluk,42,246522,2023-10-19 17:57:49,2023-10-19 17:57:49
421,Posyandu Dahlia 5 Tawangmas,23,205722,2024-03-18 10:04:09,2024-03-18 10:04:09
422,Posyandu Mawar 3 Jurangombo Selatan,206,237712,2024-05-03 04:19:27,2024-05-03 04:19:27
423,Posyandu Mawar 17 Sidorejo Kidul,198,231721,2025-12-13 00:51:05,2025-12-13 00:51:05
424,Posyandu Mawar 18 Karanggedang,133,218618,2025-03-04 01:37:22,2025-03-04 01:37:22
425,Posyandu Cempaka 15 Bendungan,223,225415,2023-10-19 10:41:46,2023-10-19 10:41:46
426,Posyandu Teratai 3 Mojosongo,133,224201,2023-12-04 01:36:51,2023-12-04 01:36:51
427,Posyandu Kamboja 9 Purwokerto Lor,134,232993,2024-08-20 14:12:42,2024-08-20 14:12:42
428,Posyandu Kenanga 6 Bantarsoka,227,216334,2023-10-10 05:51:05,2023-10-10 05:51:05
429,Posyandu Flamboyan 12 Tegal Sari,121,206661,2023-11-08 15:22:13,2023-11-08 15:22:13
430,Posyandu Melati 19 Pesurungan Lor,14,200915,2026-03-14 08:48:09,2026-03-14 08:48:09
431,Posyandu Melati 4 Noborejo,170,249640,2023-08-29 01:39:59,2023-08-29 01:39:59
432,Posyandu Kenanga 8 Klepu,214,249923,2024-01-08 14:57:58,2024-01-08 14:57:58
433,Posyandu Kenanga 2 Krapyak,126,200037,2025-04-10 00:55:25,2025-04-10 00:55:25
434,Posyandu Flamboyan 12 Berkoh,84,217734,2023-10-31 17:43:17,2023-10-31 17:43:17
435,Posyandu Flamboyan 4 Kandang Gampang,49,248629,2024-03-23 07:44:39,2024-03-23 07:44:39
436,Posyandu Bougenville 11 Bandung,149,236535,2025-04-01 23:13:36,2025-04-01 23:13:36
437,Posyandu Bougenville 12 Kenep,94,209401,2024-06-26 10:15:48,2024-06-26 10:15:48
438,Posyandu Kenanga 20 Jetis,111,209912,2026-01-13 15:17:59,2026-01-13 15:17:59
439,Posyandu Anggrek 4 Gonilan,55,249086,2024-09-13 00:43:05,2024-09-13 00:43:05
440,Posyandu Dahlia 11 Sokanegara,44,246394,2024-01-12 16:37:10,2024-01-12 16:37:10
441,Posyandu Anggrek 15 Buaran,201,214604,2025-01-04 17:47:39,2025-01-04 17:47:39
442,Posyandu Melati 13 Karangklesem,182,247156,2026-05-08 12:13:33,2026-05-08 12:13:33
443,Posyandu Kamboja 20 Kober,126,202331,2025-08-09 01:18:57,2025-08-09 01:18:57
444,Posyandu Melati 13 Bojong,175,211145,2025-01-08 18:42:12,2025-01-08 18:42:12
445,Posyandu Melati 8 Cilacap,31,219656,2026-06-07 07:38:51,2026-06-07 07:38:51
446,Posyandu Cempaka 5 Sumber,139,236611,2026-04-23 16:34:06,2026-04-23 16:34:06
447,Posyandu Bougenville 1 Kramat Utara,168,233914,2024-12-31 03:07:18,2024-12-31 03:07:18
448,Posyandu Anggrek 2 Bareng,99,241763,2025-03-09 04:23:31,2025-03-09 04:23:31
449,Posyandu Teratai 6 Bobotsari,16,249923,2024-12-30 23:16:52,2024-12-30 23:16:52
450,Posyandu Teratai 6 Baki,128,212018,2026-05-21 11:21:19,2026-05-21 11:21:19
451,Posyandu Kenanga 11 Mojayan,132,228955,2024-05-07 04:35:55,2024-05-07 04:35:55
452,Posyandu Kenanga 8 Semondo,188,222101,2025-11-02 22:52:05,2025-11-02 22:52:05
453,Posyandu Anggrek 8 Sokoduwet,201,220653,2024-08-24 05:56:59,2024-08-24 05:56:59
454,Posyandu Kamboja 9 Kutayu,187,211488,2025-09-27 12:15:53,2025-09-27 12:15:53
455,Posyandu Anggrek 4 Gumawang,87,205993,2024-03-11 23:30:37,2024-03-11 23:30:37
456,Posyandu Kamboja 6 Sukoharjo,222,249095,2025-12-09 23:41:38,2025-12-09 23:41:38
457,Posyandu Dahlia 8 Kramat Utara,163,249907,2024-03-11 15:43:26,2024-03-11 15:43:26
458,Posyandu Teratai 1 Tembalang,183,200037,2025-04-28 01:29:48,2025-04-28 01:29:48
459,Posyandu Kamboja 14 Pajang,93,243155,2025-07-01 08:14:45,2025-07-01 08:14:45
460,Posyandu Cempaka 8 Bareng,177,211642,2025-09-22 16:59:14,2025-09-22 16:59:14
461,Posyandu Anggrek 15 Kutayu,162,237122,2024-01-02 21:18:18,2024-01-02 21:18:18
462,Posyandu Bougenville 15 Bumi,128,247697,2024-03-12 08:22:32,2024-03-12 08:22:32
463,Posyandu Melati 4 Sendangmulyo,216,230308,2025-05-01 07:19:31,2025-05-01 07:19:31
464,Posyandu Cempaka 6 Pajang,196,237298,2025-09-19 22:19:29,2025-09-19 22:19:29
465,Posyandu Cempaka 1 Debong Kidul,68,244222,2025-10-25 09:54:28,2025-10-25 09:54:28
466,Posyandu Melati 20 Tawangmas,82,206674,2026-04-29 08:41:43,2026-04-29 08:41:43
467,Posyandu Dahlia 6 Gergunung,90,241844,2026-04-18 20:52:42,2026-04-18 20:52:42
468,Posyandu Dahlia 15 Tirto,122,200769,2025-09-13 18:41:15,2025-09-13 18:41:15
469,Posyandu Kenanga 19 Kudu,179,211488,2023-12-25 05:06:47,2023-12-25 05:06:47
470,Posyandu Dahlia 19 Gonilan,203,221514,2023-07-25 03:48:45,2023-07-25 03:48:45
471,Posyandu Teratai 7 Kalisabuk,84,220964,2024-05-15 08:56:18,2024-05-15 08:56:18
472,Posyandu Kamboja 5 Gergunung,24,249051,2023-12-03 17:50:24,2023-12-03 17:50:24
473,Posyandu Anggrek 5 Menuran,188,221949,2023-07-24 08:56:31,2023-07-24 08:56:31
474,Posyandu Melati 13 Kuwarasan,124,207148,2024-10-16 12:53:26,2024-10-16 12:53:26
475,Posyandu Kenanga 18 Kebonmanis,175,223308,2024-08-02 01:19:20,2024-08-02 01:19:20
476,Posyandu Flamboyan 4 Tritih Kulon,51,245131,2024-08-15 05:26:49,2024-08-15 05:26:49
477,Posyandu Bougenville 8 Arcawinangun,43,223311,2024-03-03 12:43:27,2024-03-03 12:43:27
478,Posyandu Dahlia 20 Wirasana,86,233396,2025-05-01 12:24:36,2025-05-01 12:24:36
479,Posyandu Kamboja 8 Bantarsoka,187,220838,2025-04-26 09:30:50,2025-04-26 09:30:50
480,Posyandu Kamboja 17 Sokorejo,131,206681,2025-08-07 23:00:00,2025-08-07 23:00:00
481,Posyandu Cempaka 15 Gayamprit,52,249095,2024-01-16 23:53:32,2024-01-16 23:53:32
482,Posyandu Kenanga 13 Jemur,71,248769,2025-12-03 19:19:59,2025-12-03 19:19:59
483,Posyandu Anggrek 8 Jenggot,208,247658,2025-09-05 22:59:42,2025-09-05 22:59:42
484,Posyandu Bougenville 12 Jurangombo Selatan,195,237068,2024-11-29 12:16:57,2024-11-29 12:16:57
485,Posyandu Anggrek 17 Bendan Kergon,141,243155,2025-01-15 01:49:16,2025-01-15 01:49:16
486,Posyandu Cempaka 2 Kejambon,139,236315,2026-03-12 18:06:08,2026-03-12 18:06:08
487,Posyandu Anggrek 2 Teluk,93,249923,2024-08-17 00:26:43,2024-08-17 00:26:43
488,Posyandu Anggrek 18 Debong Lor,49,205522,2024-09-27 08:38:47,2024-09-27 08:38:47
489,Posyandu Kenanga 20 Majapura,107,205603,2025-02-25 03:18:24,2025-02-25 03:18:24
490,Posyandu Dahlia 15 Wirasana,124,219179,2024-10-04 22:04:44,2024-10-04 22:04:44
491,Posyandu Kenanga 2 Bojongsari,76,238145,2025-11-17 21:03:58,2025-11-17 21:03:58
492,Posyandu Anggrek 13 Muktisari,125,207549,2025-03-04 02:00:54,2025-03-04 02:00:54
493,Posyandu Flamboyan 20 Kembangsari,32,234344,2023-10-12 12:29:31,2023-10-12 12:29:31
494,Posyandu Flamboyan 2 Bandung,162,207094,2024-09-25 21:43:41,2024-09-25 21:43:41
495,Posyandu Dahlia 2 Tambakreja,138,241348,2025-04-20 04:13:14,2025-04-20 04:13:14
496,Posyandu Flamboyan 11 Pajang,215,229512,2024-11-19 08:54:18,2024-11-19 08:54:18
497,Posyandu Kenanga 16 Manyaran,16,215012,2023-12-03 21:50:32,2023-12-03 21:50:32
498,Posyandu Bougenville 9 Buntalan,20,230892,2024-08-05 16:09:35,2024-08-05 16:09:35
499,Posyandu Teratai 7 Ngalas,183,220964,2024-06-11 12:13:44,2024-06-11 12:13:44
500,Posyandu Flamboyan 20 Noyontaansari,145,239248,2024-08-28 14:59:40,2024-08-28 14:59:40
